author,text,likes,published_at,video_id,video_title,video_url
@vibhor305,"Your Last month Webinar name is also ""Gulaq September AMA webinar"". Please correct",1,2024-10-11 04:20:17+00:00,16Mb2PnoJm8,Gulaq September AMA webinar,https://www.youtube.com/watch?v=16Mb2PnoJm8
@vivekpatil712,"There is annoying background noise from mic all the time. If you're doing this once a month, please make sure you use proper equipments before going live.",2,2024-10-10 15:04:41+00:00,16Mb2PnoJm8,Gulaq September AMA webinar,https://www.youtube.com/watch?v=16Mb2PnoJm8
@anupamsingh5550,If the celebration of the Book release is finished plz focus on Gullaq gear 6 performance..🙏,0,2024-09-29 10:06:34+00:00,dRuJbyq71D0,📘 Why Did I Write &quot;The Little Book of Big Gains&quot;?,https://www.youtube.com/watch?v=dRuJbyq71D0
@PCX-N3H,Performace of GG6 sudharo,0,2024-09-23 17:55:55+00:00,dRuJbyq71D0,📘 Why Did I Write &quot;The Little Book of Big Gains&quot;?,https://www.youtube.com/watch?v=dRuJbyq71D0
@whitehat8877,Portfolio ki Lanka Laga Diya salo😢😢😢,0,2024-10-25 10:28:28+00:00,JqX8eVpbhFc,Top 3 Costly Investment Mistakes to Avoid | The Little Book of Big Gains 💵,https://www.youtube.com/watch?v=JqX8eVpbhFc
@gaurav66772,"Sir, instead of focusing on all these videos, please concentrate on the Gulaq Gear 6 portfolio. Investing in 36 stocks seems excessive. If I wanted to invest in that many stocks, I would choose a better mutual fund instead of Gulaq Gear. Regarding your stock picks, I don’t understand your selection process. You’ve chosen penny stocks and stocks that are fundamentally very weak.",1,2024-09-29 16:21:22+00:00,JqX8eVpbhFc,Top 3 Costly Investment Mistakes to Avoid | The Little Book of Big Gains 💵,https://www.youtube.com/watch?v=JqX8eVpbhFc
@shaileshdhola,Where will I get book n name of book,0,2024-09-18 16:37:23+00:00,6i4O8tYg7DI,Can &quot;Little&quot; Knowledge Beat the Market? 💡,https://www.youtube.com/watch?v=6i4O8tYg7DI
@anupamsingh5550,Let your achievements also speak with portfolio       -returnes which lagging behind index ...,0,2024-09-29 10:08:29+00:00,oiFWAH4pL6I,📚 &quot;The Little Book of Big Gains&quot; is Here!,https://www.youtube.com/watch?v=oiFWAH4pL6I
@financexyz,हिंदी में भी उपलब्ध कराए....,0,2024-09-19 12:54:15+00:00,oiFWAH4pL6I,📚 &quot;The Little Book of Big Gains&quot; is Here!,https://www.youtube.com/watch?v=oiFWAH4pL6I
@TheJnadar,Where to buy this book from,0,2024-09-18 09:43:23+00:00,cOOyFFRuXoE,The Little Book of Big Gains,https://www.youtube.com/watch?v=cOOyFFRuXoE
@jyotishpower1191,congratulations sandeep,2,2024-09-17 05:07:03+00:00,cOOyFFRuXoE,The Little Book of Big Gains,https://www.youtube.com/watch?v=cOOyFFRuXoE
@nk7086,"Sandeep Sir, Congratulaions 🎉",2,2024-09-16 18:05:56+00:00,cOOyFFRuXoE,The Little Book of Big Gains,https://www.youtube.com/watch?v=cOOyFFRuXoE
@rahul1516,"Hello Vivek , this is Rahul Rathi, a Gulaq Gear 6 subscriber. We met today at the book launch event at BSE – it was a real pleasure meeting you!

I just wanted to express my gratitude for how you’re conducting those AMA sessions on YouTube and explaining everything so clearly. You were busy, so we couldn’t talk much at the event, but I really appreciate how patiently you take the time to answer questions in detail. I’ve learned a lot about quant/system-based factor investing from your insights. It’s not just Gulaq that you cover—you touch on broader topics like asset allocation, risk-reward, and various strategies that aren’t explained so simply anywhere else online.",1,2024-09-16 15:52:41+00:00,cOOyFFRuXoE,The Little Book of Big Gains,https://www.youtube.com/watch?v=cOOyFFRuXoE
@PCX-N3H,"Presently GG6 has 36 stocks. Only 9 are in profit, remaining 27 are in loss. Today Nifty 50 index was up by around 0.11% but GG6 smallcase went down by 0.29% . Even in this bull run, the performance of Gulaq Gear 6 small case is below par....",0,2024-09-16 15:35:13+00:00,cOOyFFRuXoE,The Little Book of Big Gains,https://www.youtube.com/watch?v=cOOyFFRuXoE
@PCX-N3H,"After the last rebalance, GG6 performance is disappointing. During this same period other small cases have performed much well. Please manage your smallcases better !! Us investors are very very frustrated.",1,2024-09-16 15:11:41+00:00,cOOyFFRuXoE,The Little Book of Big Gains,https://www.youtube.com/watch?v=cOOyFFRuXoE
@ManikantanC-z9w,"Every thing they present well , but not in practice, never reply to any mail of their investors",1,2024-09-10 17:38:44+00:00,Wvo_9980Iy8,"🚀 Quant funds are on the rise, but how do you choose the right one? 🤔",https://www.youtube.com/watch?v=Wvo_9980Iy8
@yashasvi24,Hindi ❤,0,2024-09-10 11:48:42+00:00,Wvo_9980Iy8,"🚀 Quant funds are on the rise, but how do you choose the right one? 🤔",https://www.youtube.com/watch?v=Wvo_9980Iy8
@RajeshBhuin-ju7ld,"My lentils, rich chicken curry,  
Theirs is watery, thin, and blurry!",0,2024-09-10 08:05:31+00:00,Wvo_9980Iy8,"🚀 Quant funds are on the rise, but how do you choose the right one? 🤔",https://www.youtube.com/watch?v=Wvo_9980Iy8
@trajmohan5559,"It’s beyond my understanding, some hitech Funda?🤣",0,2024-09-09 12:25:40+00:00,ai9PyGZt8Ik,Proof by Contradiction: A Powerful Tool for Market Analysis 🔍📈,https://www.youtube.com/watch?v=ai9PyGZt8Ik
@Ganesh013,"Why such flip-flops 

15-20 stocks to 35
Then back to 15 in a month .

😮",0,2024-11-05 04:46:06+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@vibhor305,"Diversified is not myth dear team, please wake up and check the returns...your small case is not giving any value. Soon i will leave this small case like many others. There are so many better small cases which will give better returns",0,2024-10-11 03:00:59+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@vibhor305,"Hi Gulaq Team - I subscribed Gulaq gear 6 small case in Feb 2024 and currently unrealized returns are -2%, if include realized returns then it's 19%. If i add subscription and STT/DP charges, returns will be way too less. I am not satisfied with these returns considering we are in the bull market and if we compare to peers, returns are not upto the mark. You are seriously not able to handle this small case. Please do something to fix it",0,2024-10-11 02:46:48+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@abhi09213,Worst performance hai ish small case ka 17jan se 30 sep Tak me 1.80% ka return dia hai. Day by day this small case is getting lower performance. It has given return in early phase of after covid. Today it's worst.,0,2024-10-01 06:38:08+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@Ashwinpathak79,I am thinking that how gulaq gear 6 mangers thought about so many stocks (more than 30) and even PSUs stock which are overvalued to include in gulaq gear 6.,0,2024-09-20 01:09:53+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@Ganesh013,"As stocks from small case get mixed with other stocks in demat account, such large no. (35-40) Create problems in management of demat portfolio.",0,2024-09-11 11:04:22+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@arunmanjunath09,I have invested 2L on April 12th and rebalancing on the same day after by 9.30am. my total returns are showing 9.82% as of today is this correct returns as per Model portfolio. Kindly assist,0,2024-09-10 10:23:50+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@Dinesh_Fabwani,"Chal kya raha h bhai , portfolio k naam par bevkoof hi banaya ja rha h , baar baar vahi ho rha h

Pehle vo share bikwa dete ho phir agle mahine usi share ko kharidwa dete ho , bas sell kro aur buy kro aur DP CHARGE bharte raho baar baar usi stock ka

Aakhir kyu ho rha h aisa ??",0,2024-09-08 21:52:31+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@yashasvi24,Consider launching yearly plan... Little cheaper than existing 6 mo...,4,2024-09-08 07:05:56+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@sachinkumar-wq1to,Any discount code available now,0,2024-09-07 07:55:23+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@ashutoshpachpute8478,Not good return from last 7 month,0,2024-09-06 18:01:57+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@anonymousnoname3527,Portfolio - as PMS has min cap of 50 lakh and for gulaq 6 is around 3 - 4 lakh. Can there be something related to portfolio which is around 20-25 lakh which is different from small case and yet not the size for PMS (50 lakh),2,2024-09-06 12:41:51+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@supriyomondal8829,"Would love to see

1.  portfolios suitable for 10-30 L Investors . methodology can be same but number of stock may change and want better slippage tracking.
2. Swing trading / regular profit booking portfolio. maybe positional 
3. Maybe opportunity stocks buy . Some now or never deal . Basically want regular profit booking. 
4. Some option / future hedging focused . 
5. Anything that average people can not do and easy to implement through one click of small case. 
6. Lastly if possible launch some alternative to small case. They do not listen to customer feedbacks and lery slow in implementing the features. I personally have suggested many things to them but does not seem like they are listening. 
Tatkal pravab se chahiye rebalance + add money feature

Not applicable to you -
I have 2 more Smallcases which are from different manager. On picks top 10 Nifty 50 another picks top 10 Nifty Next 50. 
It has happened to me that one of my stock which exited Next 50 and entered Nifty 50 and I had to literally sell and buy same stock again on the same  day.",1,2024-09-06 10:53:51+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@bittuacharjee9391,Don't do insider trading while rebalancing...,0,2024-09-06 08:26:24+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@kashyapgoswami4132,36 36 stocks dalte ho isse acha to Quant mutual fund le le hum 😂  returns bhi down ho gye hai kyu paise de k kharide hum gualq sirji already exit kr diya hum ne,1,2024-09-06 06:14:07+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@SukeshTuluve,Its going down since 2 week. Am strictly following ur rebalance date . Lets see after rate cut.,0,2024-09-06 03:58:50+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@kunalbhattacharya6457,Like mutual fund,0,2024-09-06 03:48:05+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@દિવ્યચાવડા,"Hi @Gulaq Team, Is there any way that NRI can invest in Gear 6. It is 100% equity. I know NRIs cannot invest in ETFs from external account (NRE). I have asked my AxisDirect Manager and was told that Gulaq Gear 6 is not available for NRIs. Please do something about it. Thanks.",0,2024-09-06 02:57:29+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@VikasMalikRocks,What is recommended SIP Date in Gear-6 portfolio?,0,2024-09-05 20:25:19+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@tantrikdoka5376,"46:32 The 4% rule of thumb may not work in India, given that it was originally devised based on US rates and economics.",2,2024-09-05 18:21:03+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@ashutoshdongare5370,Hopeless move again !!!,0,2024-09-05 17:43:15+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@PCX-N3H,"Hopefully, GG6 starts delivering strong performance now.",0,2024-09-05 15:37:18+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@mrinmoyhazarika3403,"To minimize our risk, and with more alpha",0,2024-09-05 15:35:25+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@skmn07,Why number of stocks increased from 13 to 36,2,2024-09-05 15:06:26+00:00,CZrZr7lWutI,Gulaq September AMA webinar,https://www.youtube.com/watch?v=CZrZr7lWutI
@vettechnical,Ek hi stock ko pehle loss me bikwa do phr agle rebalance me wahi kharidea do,1,2024-09-02 07:35:31+00:00,DE-sOFko9EI,What Beta (β) Tells You About the Market📊,https://www.youtube.com/watch?v=DE-sOFko9EI
@kamalbookdepot8306,i am absolutely satisfied with returns in gulaq gear 6 from last 20 months,0,2024-09-02 07:15:39+00:00,YmlwMfBv7P8,🔄 How Often Should You Rebalance Your Portfolio? 🤔,https://www.youtube.com/watch?v=YmlwMfBv7P8
@STOCKMARKET6565,Hindi,0,2024-09-02 01:51:56+00:00,YmlwMfBv7P8,🔄 How Often Should You Rebalance Your Portfolio? 🤔,https://www.youtube.com/watch?v=YmlwMfBv7P8
@RajeshBhuin-ju7ld,"So, you add 36 in gg6 portfolio",1,2024-09-01 18:58:23+00:00,YmlwMfBv7P8,🔄 How Often Should You Rebalance Your Portfolio? 🤔,https://www.youtube.com/watch?v=YmlwMfBv7P8
@PCX-N3H,hopefully with this rebalance GG6 picks up in it's performance,0,2024-09-01 14:18:38+00:00,YmlwMfBv7P8,🔄 How Often Should You Rebalance Your Portfolio? 🤔,https://www.youtube.com/watch?v=YmlwMfBv7P8
@yashasvi24,Hindi ❤️,0,2024-09-01 10:49:47+00:00,YmlwMfBv7P8,🔄 How Often Should You Rebalance Your Portfolio? 🤔,https://www.youtube.com/watch?v=YmlwMfBv7P8
@MeetauJoshi-q8f,"This index had BCG, TataTele kind of stocks till Mid 2022 which were rising with out fundamentals. Suddenly when market correction started, all these scripts had lower circuits everyday. The NAV of mutual funds based on this index started falling 2-3% every day. Better to stay away with this index because its stocks are chosen from Nifty 500 stocks",0,2024-09-02 12:36:39+00:00,KbBBGV3_QeA,📈 Nifty Alpha 50 Index 💹,https://www.youtube.com/watch?v=KbBBGV3_QeA
@bilashchandradutta7269,❤❤,0,2024-08-29 16:23:28+00:00,KbBBGV3_QeA,📈 Nifty Alpha 50 Index 💹,https://www.youtube.com/watch?v=KbBBGV3_QeA
@atulsingh9691,Phle attention ke liye hindi bolo or curiosity develop karo fr smjhne wali baat english me bol kr nikl jaao......👍🏻,0,2024-08-29 14:35:50+00:00,KbBBGV3_QeA,📈 Nifty Alpha 50 Index 💹,https://www.youtube.com/watch?v=KbBBGV3_QeA
@joydeeproy9636,"Gulaq Gear has not been performing at all for the past 3 months and before they have 10 stocks and now they added 36 stocks.
This makes the smallcase worse.
Next month I am going to close this smallcase.
A similar smallcase gives a much better return.",1,2024-09-25 05:30:54+00:00,ccAWxM8V0u4,✨ Returns Expectations—Gulaq Gear 6!,https://www.youtube.com/watch?v=ccAWxM8V0u4
@shkmohdhsn,"I think its better to ""unsubscribe"" this smallcase now as they are only targeting 15-18 percent return. It feels like waste of money now as I just  subscribed to it like a week ago",1,2024-09-01 17:34:46+00:00,ccAWxM8V0u4,✨ Returns Expectations—Gulaq Gear 6!,https://www.youtube.com/watch?v=ccAWxM8V0u4
@shkmohdhsn,"Why would anyone invest in your smallcase if your target is 15-18 percent? Any mutual fund will give that kind of return. I'm paying you a premium to get ""Alpha""",2,2024-09-01 17:32:21+00:00,ccAWxM8V0u4,✨ Returns Expectations—Gulaq Gear 6!,https://www.youtube.com/watch?v=ccAWxM8V0u4
@religionofpeace782,Mean reversion laughing in the corner😂,2,2024-08-28 15:48:02+00:00,ccAWxM8V0u4,✨ Returns Expectations—Gulaq Gear 6!,https://www.youtube.com/watch?v=ccAWxM8V0u4
@vibhor305,"Example given in this case could be better. There is no mind / study or calculations behind tossing the coin but when you pick the stocks, fleabane’s the folio I believe there is lots of study linked. Hope you understand investors putting hard earned money and trusting on your abilities to deliver. Let’s try to perform better with Gulag gear 6. You need to accept that its performance is slow.",1,2024-08-28 00:36:02+00:00,ccAWxM8V0u4,✨ Returns Expectations—Gulaq Gear 6!,https://www.youtube.com/watch?v=ccAWxM8V0u4
@kashyapgoswami4132,Baki sb thik hai Gualaq Gear 6 chalva do hil hi nai ra kab se,0,2024-08-27 16:23:08+00:00,L0Rx2gSMff0,📊 Are you better than the average investor? 🧐,https://www.youtube.com/watch?v=L0Rx2gSMff0
@N.k.86,No  any broker app provide such stats related to retail investor investment.,0,2024-08-25 17:35:15+00:00,L0Rx2gSMff0,📊 Are you better than the average investor? 🧐,https://www.youtube.com/watch?v=L0Rx2gSMff0
@yashasvi24,Hindi was so much better,0,2024-08-20 13:27:36+00:00,B-pkmQIFkiI,"🔍 Large cap, midcap, small cap - what&#39;s your pick? 🤔",https://www.youtube.com/watch?v=B-pkmQIFkiI
@gauravsuryavanshivlogs,"Ma'am 61,445 kese calculate Kiya aapne 1 lakhs ka 10 % minus krke toh 90 hoga 80 thousands ka krke 70 hoga please tell me ma'am",0,2024-09-22 08:43:56+00:00,tQK6JBTZpuw,✨ Discounted Cash Flow (DCF) Valuation ✨,https://www.youtube.com/watch?v=tQK6JBTZpuw
@nagarajubandi3131,Thank you so much madam,1,2024-09-07 13:23:21+00:00,tQK6JBTZpuw,✨ Discounted Cash Flow (DCF) Valuation ✨,https://www.youtube.com/watch?v=tQK6JBTZpuw
@ravikantbharati6652,"I am a government employee. Can I invest in smallcase?
According to government rules, government employees cannot invest money in shares for short term.
Rebalancing in Smallcase happens in the short term. As per government rules, can government employees invest in smallcase?",0,2024-08-18 02:25:37+00:00,1TqYK7h-HZ8,EBIT vs. EBITDA: Key Differences 💼,https://www.youtube.com/watch?v=1TqYK7h-HZ8
@PCX-N3H,GG6 ka performance :(,0,2024-08-17 13:55:16+00:00,M14_B69-Jg4,Should you invest at an all-time high? 📈,https://www.youtube.com/watch?v=M14_B69-Jg4
@STOCKMARKET6565,Hindi ok,0,2024-08-13 15:42:03+00:00,M14_B69-Jg4,Should you invest at an all-time high? 📈,https://www.youtube.com/watch?v=M14_B69-Jg4
@yashasvi24,Hindi 👍,0,2024-08-13 12:25:03+00:00,M14_B69-Jg4,Should you invest at an all-time high? 📈,https://www.youtube.com/watch?v=M14_B69-Jg4
@RoadtripWays,Very good,0,2024-08-13 07:49:13+00:00,M14_B69-Jg4,Should you invest at an all-time high? 📈,https://www.youtube.com/watch?v=M14_B69-Jg4
@kashyapgoswami4132,Gear 6 is not performing from past 1 month to be honest other smallcases have made returns between 8 to 15% while Gulaq 6 haven’t given 1% this month,0,2024-08-12 08:25:15+00:00,dT_mow8JHO4,Gulaq Portfolios 📊🚀,https://www.youtube.com/watch?v=dT_mow8JHO4
@STOCKMARKET6565,Naked trader,0,2024-08-11 15:04:00+00:00,dT_mow8JHO4,Gulaq Portfolios 📊🚀,https://www.youtube.com/watch?v=dT_mow8JHO4
@vettechnical,Kkuch na mila..bye bye,0,2024-08-11 13:46:57+00:00,dT_mow8JHO4,Gulaq Portfolios 📊🚀,https://www.youtube.com/watch?v=dT_mow8JHO4
@STOCKMARKET6565,Bakbas,1,2024-08-11 13:28:42+00:00,dT_mow8JHO4,Gulaq Portfolios 📊🚀,https://www.youtube.com/watch?v=dT_mow8JHO4
@PCX-N3H,GG6 performance is extremely disappointing,0,2024-08-12 16:14:08+00:00,diV5bMJwKlA,Gulaq smallcase vs. Gulaq PMS - Which is the right choice for you? ❓,https://www.youtube.com/watch?v=diV5bMJwKlA
@yashasvi24,"Sandeep, where have you invested your personal funds? Pms or gulaq?",0,2024-08-07 18:23:11+00:00,diV5bMJwKlA,Gulaq smallcase vs. Gulaq PMS - Which is the right choice for you? ❓,https://www.youtube.com/watch?v=diV5bMJwKlA
@imaginationunknowndiscover2591,"You are so cute mam, your accent is so adorable 😍",0,2024-08-16 11:28:52+00:00,G43tmBQVaqw,Invert Always Inverts!,https://www.youtube.com/watch?v=G43tmBQVaqw
@ashikaur2827,https://youtube.com/shorts/e5diEUBu_Ug?si=Fc5mRP5sU3Ntl5PL,0,2024-08-10 08:48:39+00:00,G43tmBQVaqw,Invert Always Inverts!,https://www.youtube.com/watch?v=G43tmBQVaqw
@irshify,Last 7 month total return less than 20%,0,2024-09-02 05:57:00+00:00,HqDVJk1EA_0,Gulaq August AMA webinar,https://www.youtube.com/watch?v=HqDVJk1EA_0
@PCX-N3H,Current returns are negative 0.81%. GG6 performance over the last six months is below par.,0,2024-08-10 14:59:58+00:00,HqDVJk1EA_0,Gulaq August AMA webinar,https://www.youtube.com/watch?v=HqDVJk1EA_0
@nitinpanwala3064,Please manage webinar in hindi. I am your subscriber.,0,2024-08-10 12:50:33+00:00,HqDVJk1EA_0,Gulaq August AMA webinar,https://www.youtube.com/watch?v=HqDVJk1EA_0
@kashyapgoswami4132,invested in gulaq gear 6 since two months and its stuck at almost 5 % since the same looks like stocks are not moving at all while other smallcases have overperformed by 9 to 10%,0,2024-08-10 05:23:35+00:00,HqDVJk1EA_0,Gulaq August AMA webinar,https://www.youtube.com/watch?v=HqDVJk1EA_0
@thiyagarajanarun,Please maintain English itself,0,2024-08-08 02:59:07+00:00,HqDVJk1EA_0,Gulaq August AMA webinar,https://www.youtube.com/watch?v=HqDVJk1EA_0
@joydeepghosh6647,Can anyone confirm if they sold Marico?,0,2024-08-07 19:06:51+00:00,HqDVJk1EA_0,Gulaq August AMA webinar,https://www.youtube.com/watch?v=HqDVJk1EA_0
@kashyapgoswami4132,Gulaq gear 6 under performer of the month to be honest,5,2024-08-07 14:37:15+00:00,HqDVJk1EA_0,Gulaq August AMA webinar,https://www.youtube.com/watch?v=HqDVJk1EA_0
@RinaGuha-m2t,In Factor weights  what do you mean by 25 percent allocation to leverage,0,2024-08-07 13:17:17+00:00,HqDVJk1EA_0,Gulaq August AMA webinar,https://www.youtube.com/watch?v=HqDVJk1EA_0
@khawajasharifnamaj9184,Please hindi,1,2024-08-07 09:22:01+00:00,HqDVJk1EA_0,Gulaq August AMA webinar,https://www.youtube.com/watch?v=HqDVJk1EA_0
@jyotishpower1191,please arrange webinar in hindi language also,1,2024-08-07 06:37:16+00:00,HqDVJk1EA_0,Gulaq August AMA webinar,https://www.youtube.com/watch?v=HqDVJk1EA_0
@rajeshgajjar2005,Thank you for insights! Enlightened,0,2024-08-06 22:29:34+00:00,HqDVJk1EA_0,Gulaq August AMA webinar,https://www.youtube.com/watch?v=HqDVJk1EA_0
@mahernoz,"very nicely explained, i have been a gulaq subscriber since Jan 2024, and i am very pleased, its giving me more returns compared to if i do it myself, obviously my busy job doesnt allow me to track markets hence my returns suffer, gulaq to my rescue, now i dont have to do all that myself and can focus on my job. They are Experts!",0,2024-08-03 12:43:45+00:00,ZulyTtadtck,How do we pick stocks at Gulaq❓📊,https://www.youtube.com/watch?v=ZulyTtadtck
@greatmono,Nobody is covering that we are going towards more of a bubble scenario. FIIs are down to 16% in total (lowest in the last 4 years) .Only 20K cr monthly inflow is putting the market high. This is extremely risky and some pockets are traded in a sky rocket PE.,0,2024-07-30 12:54:06+00:00,nomPDSohNAg,"PMS webinar with CEO Sandeep Tyagi, Long Alpha performance review and Market outlook",https://www.youtube.com/watch?v=nomPDSohNAg
@arunmanjunath09,Monthly Rebalance is good,0,2024-07-28 18:48:11+00:00,nomPDSohNAg,"PMS webinar with CEO Sandeep Tyagi, Long Alpha performance review and Market outlook",https://www.youtube.com/watch?v=nomPDSohNAg
@sham2874v,"How to contact you 
Pls update the rebalances list under rebalance timeline
Last 4months stock list is not entered",0,2024-07-27 17:39:24+00:00,nomPDSohNAg,"PMS webinar with CEO Sandeep Tyagi, Long Alpha performance review and Market outlook",https://www.youtube.com/watch?v=nomPDSohNAg
@happyminds5326,"Sir,could you please arrange rebalances in such a way that does not need additional money.On the next day after receiving 20% of sold fund we can again invest in same portfolio..",1,2024-07-27 16:06:22+00:00,nomPDSohNAg,"PMS webinar with CEO Sandeep Tyagi, Long Alpha performance review and Market outlook",https://www.youtube.com/watch?v=nomPDSohNAg
@abhishekdas4670,Your performance is going down because you guys add stock with lower price to keep the minimum investment amount low,0,2024-07-23 15:28:40+00:00,2LOKO8rTMRU,How to Evaluate Quant Funds❓📊,https://www.youtube.com/watch?v=2LOKO8rTMRU
@DrAkashraj,"When 100 became 120? 
Source, if any ?",1,2024-07-22 19:09:36+00:00,OfsRMC2Hgik,The 120 Age Investment Rule for Optimal Asset Allocation 📊,https://www.youtube.com/watch?v=OfsRMC2Hgik
@AmitKumar-wl5nq,"My age 40
I'm 100% in equity",2,2024-07-22 06:27:50+00:00,OfsRMC2Hgik,The 120 Age Investment Rule for Optimal Asset Allocation 📊,https://www.youtube.com/watch?v=OfsRMC2Hgik
@shahdilshaikh,Awesome tips!,1,2024-07-24 15:08:24+00:00,VSK_5BdN_oI,Know these 5 things before investing in stocks❗📊,https://www.youtube.com/watch?v=VSK_5BdN_oI
@arunmanjunath09,"Hi, Where to join webinar, will it be live on YouTube?",0,2024-07-25 06:41:47+00:00,9wkqIGz1FxI,🚀 Exclusive Webinar Alert! 🚀,https://www.youtube.com/watch?v=9wkqIGz1FxI
